Date,MaxTemp,MinTemp,Rainfall,Latitude,Longitude,LocationName,Month,Week,Season,Monsoon,RollingRain7,RollingRain30,RollingTemp7,RollingTemp30
2022-03-10,32.5,18.8,0.0,12.97,77.59,Bengaluru,3,10,Summer,0,0.5,0.12,30.74,29.92
2022-03-11,32.4,18.2,0.0,12.97,77.59,Bengaluru,3,10,Summer,0,0.5,0.12,30.9,30.04
2022-03-12,32.2,17.9,0.0,12.97,77.59,Bengaluru,3,10,Summer,0,0.5,0.12,31.09,30.15
2022-03-13,31.9,18.6,0.0,12.97,77.59,Bengaluru,3,10,Summer,0,0.5,0.12,31.26,30.25
2022-03-14,32.8,18.8,0.0,12.97,77.59,Bengaluru,3,11,Summer,0,0.01,0.12,31.97,30.38
2022-03-15,33.1,17.8,0.0,12.97,77.59,Bengaluru,3,11,Summer,0,0.0,0.12,32.39,30.53
2022-03-16,33.2,17.4,0.0,12.97,77.59,Bengaluru,3,11,Summer,0,0.0,0.12,32.59,30.69
2022-03-17,33.8,18.4,0.0,12.97,77.59,Bengaluru,3,11,Summer,0,0.0,0.12,32.77,30.86
2022-03-18,34.2,19.2,0.0,12.97,77.59,Bengaluru,3,11,Summer,0,0.0,0.12,33.03,31.02
2022-03-19,32.3,19.2,0.0,12.97,77.59,Bengaluru,3,11,Summer,0,0.0,0.12,33.04,31.11
2022-03-20,29.9,22.0,0.0,12.97,77.59,Bengaluru,3,11,Summer,0,0.0,0.12,32.76,31.13
2022-03-21,33.0,19.8,0.2,12.97,77.59,Bengaluru,3,12,Summer,0,0.03,0.12,32.79,31.24
2022-03-22,31.2,21.0,0.0,12.97,77.59,Bengaluru,3,12,Summer,0,0.03,0.12,32.51,31.25
2022-03-23,32.9,20.9,0.0,12.97,77.59,Bengaluru,3,12,Summer,0,0.03,0.12,32.47,31.3
2022-03-24,32.7,20.6,0.4,12.97,77.59,Bengaluru,3,12,Summer,0,0.09,0.14,32.31,31.34
2022-03-25,32.2,20.3,0.0,12.97,77.59,Bengaluru,3,12,Summer,0,0.09,0.14,32.03,31.42
2022-03-26,33.2,20.2,0.0,12.97,77.59,Bengaluru,3,12,Summer,0,0.09,0.14,32.16,31.56
2022-03-27,34.2,20.8,0.0,12.97,77.59,Bengaluru,3,12,Summer,0,0.09,0.14,32.77,31.68
2022-03-28,34.3,20.8,0.0,12.97,77.59,Bengaluru,3,13,Summer,0,0.06,0.14,32.96,31.83
2022-03-29,34.0,21.2,0.1,12.97,77.59,Bengaluru,3,13,Summer,0,0.07,0.14,33.36,31.96
2022-03-30,33.9,21.5,0.2,12.97,77.59,Bengaluru,3,13,Summer,0,0.1,0.15,33.5,32.11
2022-03-31,32.3,21.7,0.0,12.97,77.59,Bengaluru,3,13,Summer,0,0.04,0.15,33.44,32.19
2022-04-01,33.5,21.7,0.0,12.97,77.59,Bengaluru,4,13,Summer,0,0.04,0.15,33.63,32.3
2022-04-02,32.8,20.3,0.0,12.97,77.59,Bengaluru,4,13,Summer,0,0.04,0.15,33.57,32.37
2022-04-03,33.7,19.9,0.0,12.97,77.59,Bengaluru,4,13,Summer,0,0.04,0.15,33.5,32.45
2022-04-04,32.9,19.7,0.0,12.97,77.59,Bengaluru,4,14,Summer,0,0.04,0.15,33.3,32.52
2022-04-05,33.1,19.6,0.0,12.97,77.59,Bengaluru,4,14,Summer,0,0.03,0.15,33.17,32.6
2022-04-06,33.8,18.9,0.0,12.97,77.59,Bengaluru,4,14,Summer,0,0.0,0.03,33.16,32.8
2022-04-07,35.3,20.0,0.0,12.97,77.59,Bengaluru,4,14,Summer,0,0.0,0.03,33.59,32.97
2022-04-08,33.2,19.4,0.1,12.97,77.59,Bengaluru,4,14,Summer,0,0.01,0.03,33.54,33.02
2022-04-09,33.7,20.5,0.0,12.97,77.59,Bengaluru,4,14,Summer,0,0.01,0.03,33.67,33.06
2022-04-10,34.1,20.3,0.0,12.97,77.59,Bengaluru,4,14,Summer,0,0.01,0.03,33.73,33.11
2022-04-11,34.0,20.4,0.0,12.97,77.59,Bengaluru,4,15,Summer,0,0.01,0.03,33.89,33.17
2022-04-12,33.3,20.9,0.0,12.97,77.59,Bengaluru,4,15,Summer,0,0.01,0.03,33.91,33.22
2022-04-13,31.6,21.7,2.5,12.97,77.59,Bengaluru,4,15,Summer,0,0.37,0.12,33.6,33.18
2022-04-14,32.2,20.9,12.8,12.97,77.59,Bengaluru,4,15,Summer,0,2.2,0.54,33.16,33.15
2022-04-15,33.7,20.4,5.3,12.97,77.59,Bengaluru,4,15,Summer,0,2.94,0.72,33.23,33.17
2022-04-16,33.8,20.2,4.2,12.97,77.59,Bengaluru,4,15,Summer,0,3.54,0.86,33.24,33.17
2022-04-17,33.0,19.3,10.5,12.97,77.59,Bengaluru,4,15,Summer,0,5.04,1.21,33.09,33.13
2022-04-18,31.7,19.2,0.2,12.97,77.59,Bengaluru,4,16,Summer,0,5.07,1.22,32.76,33.11
2022-04-19,33.2,19.5,0.0,12.97,77.59,Bengaluru,4,16,Summer,0,5.07,1.22,32.74,33.22
2022-04-20,34.4,20.6,0.0,12.97,77.59,Bengaluru,4,16,Summer,0,4.71,1.21,33.14,33.26
2022-04-21,33.7,20.8,0.0,12.97,77.59,Bengaluru,4,16,Summer,0,2.89,1.21,33.36,33.35
2022-04-22,33.4,20.1,0.0,12.97,77.59,Bengaluru,4,16,Summer,0,2.13,1.21,33.31,33.36
2022-04-23,33.0,20.5,0.0,12.97,77.59,Bengaluru,4,16,Summer,0,1.53,1.2,33.2,33.37
2022-04-24,33.2,20.3,0.0,12.97,77.59,Bengaluru,4,16,Summer,0,0.03,1.2,33.23,33.41
2022-04-25,34.7,20.9,0.0,12.97,77.59,Bengaluru,4,17,Summer,0,0.0,1.2,33.66,33.46
2022-04-26,34.7,21.5,0.0,12.97,77.59,Bengaluru,4,17,Summer,0,0.0,1.2,33.87,33.47
2022-04-27,35.3,21.2,0.0,12.97,77.59,Bengaluru,4,17,Summer,0,0.0,1.2,34.0,33.51
2022-04-28,34.9,21.9,0.0,12.97,77.59,Bengaluru,4,17,Summer,0,0.0,1.19,34.17,33.54
2022-04-29,37.1,21.8,0.0,12.97,77.59,Bengaluru,4,17,Summer,0,0.0,1.19,34.7,33.64
2022-04-30,34.7,21.8,0.0,12.97,77.59,Bengaluru,4,17,Summer,0,0.0,1.19,34.94,33.72
2022-05-01,34.2,21.7,0.0,12.97,77.59,Bengaluru,5,17,Summer,0,0.0,1.19,35.09,33.75
2022-05-02,34.2,21.7,0.0,12.97,77.59,Bengaluru,5,18,Summer,0,0.0,1.19,35.01,33.79
2022-05-03,34.1,20.7,1.6,12.97,77.59,Bengaluru,5,18,Summer,0,0.23,1.24,34.93,33.81
2022-05-04,33.3,21.3,0.7,12.97,77.59,Bengaluru,5,18,Summer,0,0.33,1.26,34.64,33.82
2022-05-05,31.4,20.3,0.6,12.97,77.59,Bengaluru,5,18,Summer,0,0.41,1.28,34.14,33.76
2022-05-06,31.0,20.3,10.7,12.97,77.59,Bengaluru,5,18,Summer,0,1.94,1.64,33.27,33.67
2022-05-07,31.5,20.2,0.6,12.97,77.59,Bengaluru,5,18,Summer,0,2.03,1.66,32.81,33.54
2022-05-08,33.0,19.7,0.1,12.97,77.59,Bengaluru,5,18,Summer,0,2.04,1.66,32.64,33.54
2022-05-09,31.6,19.9,0.1,12.97,77.59,Bengaluru,5,19,Summer,0,2.06,1.66,32.27,33.47
2022-05-10,27.2,21.4,4.9,12.97,77.59,Bengaluru,5,19,Summer,0,2.53,1.83,31.29,33.24
2022-05-11,25.5,20.8,0.4,12.97,77.59,Bengaluru,5,19,Summer,0,2.49,1.84,30.17,32.95
2022-05-12,24.8,20.3,20.6,12.97,77.59,Bengaluru,5,19,Summer,0,5.34,2.53,29.23,32.67
2022-05-13,27.3,20.2,18.1,12.97,77.59,Bengaluru,5,19,Summer,0,6.4,3.05,28.7,32.53
2022-05-14,28.8,20.3,14.6,12.97,77.59,Bengaluru,5,19,Summer,0,8.4,3.11,28.31,32.41
2022-05-15,29.2,20.8,17.3,12.97,77.59,Bengaluru,5,19,Summer,0,10.86,3.51,27.77,32.26
2022-05-16,27.6,21.0,25.1,12.97,77.59,Bengaluru,5,20,Summer,0,14.43,4.2,27.2,32.06
2022-05-17,28.0,20.7,18.0,12.97,77.59,Bengaluru,5,20,Summer,0,16.3,4.45,27.31,31.89
2022-05-18,27.3,20.5,13.4,12.97,77.59,Bengaluru,5,20,Summer,0,18.16,4.89,27.57,31.74
2022-05-19,24.6,19.2,0.9,12.97,77.59,Bengaluru,5,20,Summer,0,15.34,4.92,27.54,31.46
2022-05-20,26.2,18.5,4.9,12.97,77.59,Bengaluru,5,20,Summer,0,13.46,5.09,27.39,31.18
2022-05-21,26.9,19.3,0.5,12.97,77.59,Bengaluru,5,20,Summer,0,11.44,5.1,27.11,30.96
2022-05-22,27.8,19.8,0.6,12.97,77.59,Bengaluru,5,20,Summer,0,9.06,5.12,26.91,30.77
2022-05-23,29.5,19.7,0.3,12.97,77.59,Bengaluru,5,21,Summer,0,5.51,5.13,27.19,30.65
2022-05-24,29.5,20.2,0.4,12.97,77.59,Bengaluru,5,21,Summer,0,3.0,5.15,27.4,30.53
2022-05-25,29.6,20.5,0.5,12.97,77.59,Bengaluru,5,21,Summer,0,1.16,5.16,27.73,30.36
2022-05-26,29.5,19.9,3.6,12.97,77.59,Bengaluru,5,21,Summer,0,1.54,5.28,28.43,30.19
2022-05-27,29.4,19.9,0.1,12.97,77.59,Bengaluru,5,21,Summer,0,0.86,5.29,28.89,29.99
2022-05-28,29.5,19.2,0.3,12.97,77.59,Bengaluru,5,21,Summer,0,0.83,5.3,29.26,29.81
2022-05-29,29.7,19.5,0.0,12.97,77.59,Bengaluru,5,21,Summer,0,0.74,5.3,29.53,29.56
2022-05-30,29.9,19.5,6.2,12.97,77.59,Bengaluru,5,22,Summer,0,1.59,5.5,29.59,29.4
2022-05-31,29.4,19.3,2.1,12.97,77.59,Bengaluru,5,22,Summer,0,1.83,5.57,29.57,29.24
2022-06-01,29.2,19.4,4.8,12.97,77.59,Bengaluru,6,22,Monsoon,1,2.44,5.73,29.51,29.08
2022-06-02,29.5,19.5,0.5,12.97,77.59,Bengaluru,6,22,Monsoon,1,2.0,5.7,29.51,28.92
2022-06-03,29.8,19.7,8.7,12.97,77.59,Bengaluru,6,22,Monsoon,1,3.23,5.96,29.57,28.81
2022-06-04,31.4,19.8,9.4,12.97,77.59,Bengaluru,6,22,Monsoon,1,4.53,6.26,29.84,28.81
2022-06-05,30.3,20.3,15.1,12.97,77.59,Bengaluru,6,22,Monsoon,1,6.69,6.4,29.93,28.78
2022-06-06,29.1,19.9,7.4,12.97,77.59,Bengaluru,6,23,Monsoon,1,6.86,6.63,29.81,28.7
2022-06-07,27.3,19.9,1.3,12.97,77.59,Bengaluru,6,23,Monsoon,1,6.74,6.67,29.51,28.51
2022-06-08,29.4,19.9,0.4,12.97,77.59,Bengaluru,6,23,Monsoon,1,6.11,6.68,29.54,28.44
2022-06-09,29.6,20.0,0.7,12.97,77.59,Bengaluru,6,23,Monsoon,1,6.14,6.54,29.56,28.52
2022-06-10,29.0,19.4,1.8,12.97,77.59,Bengaluru,6,23,Monsoon,1,5.16,6.59,29.44,28.64
2022-06-11,28.5,19.3,1.6,12.97,77.59,Bengaluru,6,23,Monsoon,1,4.04,5.95,29.03,28.76
2022-06-12,28.4,19.3,11.0,12.97,77.59,Bengaluru,6,23,Monsoon,1,3.46,5.72,28.76,28.8
2022-06-13,28.8,19.3,0.1,12.97,77.59,Bengaluru,6,24,Monsoon,1,2.41,5.23,28.71,28.8
2022-06-14,29.3,19.5,11.8,12.97,77.59,Bengaluru,6,24,Monsoon,1,3.91,5.05,29.0,28.8
2022-06-15,27.7,20.6,0.5,12.97,77.59,Bengaluru,6,24,Monsoon,1,3.93,4.23,28.76,28.8
2022-06-16,28.7,20.0,10.2,12.97,77.59,Bengaluru,6,24,Monsoon,1,5.29,3.97,28.63,28.83
2022-06-17,28.2,19.5,7.7,12.97,77.59,Bengaluru,6,24,Monsoon,1,6.13,3.78,28.51,28.86
2022-06-18,26.7,19.5,24.1,12.97,77.59,Bengaluru,6,24,Monsoon,1,9.34,4.55,28.26,28.93
2022-06-19,27.6,20.0,3.0,12.97,77.59,Bengaluru,6,24,Monsoon,1,8.2,4.49,28.14,28.97
2022-06-20,28.0,19.2,1.7,12.97,77.59,Bengaluru,6,25,Monsoon,1,8.43,4.53,28.03,29.01
2022-06-21,27.0,19.8,7.1,12.97,77.59,Bengaluru,6,25,Monsoon,1,7.76,4.75,27.7,28.98
2022-06-22,26.2,19.9,0.9,12.97,77.59,Bengaluru,6,25,Monsoon,1,7.81,4.77,27.49,28.87
2022-06-23,26.8,19.7,0.9,12.97,77.59,Bengaluru,6,25,Monsoon,1,6.49,4.78,27.21,28.78
2022-06-24,27.5,19.4,1.2,12.97,77.59,Bengaluru,6,25,Monsoon,1,5.56,4.81,27.11,28.71
2022-06-25,27.9,19.6,10.2,12.97,77.59,Bengaluru,6,25,Monsoon,1,3.57,5.03,27.29,28.66
2022-06-26,27.2,20.2,1.0,12.97,77.59,Bengaluru,6,25,Monsoon,1,3.29,5.06,27.23,28.59
2022-06-27,27.9,19.7,0.5,12.97,77.59,Bengaluru,6,26,Monsoon,1,3.11,5.06,27.21,28.53
2022-06-28,27.4,19.5,1.0,12.97,77.59,Bengaluru,6,26,Monsoon,1,2.24,5.1,27.27,28.46
2022-06-29,27.7,19.9,3.0,12.97,77.59,Bengaluru,6,26,Monsoon,1,2.54,4.99,27.49,28.38
2022-06-30,27.7,19.5,13.3,12.97,77.59,Bengaluru,6,26,Monsoon,1,4.31,5.36,27.61,28.33
2022-07-01,27.3,19.6,6.3,12.97,77.59,Bengaluru,7,26,Monsoon,1,5.04,5.41,27.59,28.26
2022-07-02,28.2,19.7,3.4,12.97,77.59,Bengaluru,7,26,Monsoon,1,4.07,5.51,27.63,28.22
2022-07-03,28.1,20.0,4.9,12.97,77.59,Bengaluru,7,26,Monsoon,1,4.63,5.38,27.76,28.16
2022-07-04,25.3,20.3,1.7,12.97,77.59,Bengaluru,7,27,Monsoon,1,4.8,5.13,27.39,27.96
2022-07-05,24.1,19.8,10.3,12.97,77.59,Bengaluru,7,27,Monsoon,1,6.13,4.97,26.91,27.75
2022-07-06,24.9,19.7,3.6,12.97,77.59,Bengaluru,7,27,Monsoon,1,6.21,4.84,26.51,27.61
2022-07-07,24.1,19.8,15.2,12.97,77.59,Bengaluru,7,27,Monsoon,1,6.49,5.3,26.0,27.51
2022-07-08,26.2,19.6,1.4,12.97,77.59,Bengaluru,7,27,Monsoon,1,5.79,5.34,25.84,27.4
2022-07-09,23.7,19.5,11.4,12.97,77.59,Bengaluru,7,27,Monsoon,1,6.93,5.69,25.2,27.2
2022-07-10,25.0,19.5,4.1,12.97,77.59,Bengaluru,7,27,Monsoon,1,6.81,5.77,24.76,27.07
2022-07-11,24.1,19.3,5.0,12.97,77.59,Bengaluru,7,28,Monsoon,1,7.29,5.88,24.59,26.92
2022-07-12,26.1,19.0,0.9,12.97,77.59,Bengaluru,7,28,Monsoon,1,5.94,5.55,24.87,26.85
2022-07-13,26.3,19.7,3.3,12.97,77.59,Bengaluru,7,28,Monsoon,1,5.9,5.65,25.07,26.76
2022-07-14,26.2,19.6,5.3,12.97,77.59,Bengaluru,7,28,Monsoon,1,4.49,5.44,25.37,26.66
2022-07-15,27.0,19.7,1.7,12.97,77.59,Bengaluru,7,28,Monsoon,1,4.53,5.48,25.49,26.64
2022-07-16,27.2,19.7,7.2,12.97,77.59,Bengaluru,7,28,Monsoon,1,3.93,5.38,25.99,26.59
2022-07-17,27.7,19.8,5.0,12.97,77.59,Bengaluru,7,28,Monsoon,1,4.06,5.29,26.37,26.57
2022-07-18,26.8,20.1,5.0,12.97,77.59,Bengaluru,7,29,Monsoon,1,4.06,4.65,26.76,26.57
2022-07-19,27.5,18.9,1.8,12.97,77.59,Bengaluru,7,29,Monsoon,1,4.19,4.61,26.96,26.57
2022-07-20,28.7,19.8,18.6,12.97,77.59,Bengaluru,7,29,Monsoon,1,6.37,5.17,27.3,26.59
2022-07-21,28.0,20.0,10.0,12.97,77.59,Bengaluru,7,29,Monsoon,1,7.04,5.27,27.56,26.63
2022-07-22,26.9,20.0,12.9,12.97,77.59,Bengaluru,7,29,Monsoon,1,8.64,5.67,27.54,26.65
2022-07-23,27.0,19.3,1.6,12.97,77.59,Bengaluru,7,29,Monsoon,1,7.84,5.69,27.51,26.66
2022-07-24,26.3,18.7,1.7,12.97,77.59,Bengaluru,7,29,Monsoon,1,7.37,5.71,27.31,26.62
2022-07-25,27.4,18.7,0.3,12.97,77.59,Bengaluru,7,30,Monsoon,1,6.7,5.38,27.4,26.6
2022-07-26,26.9,19.1,2.5,12.97,77.59,Bengaluru,7,30,Monsoon,1,6.8,5.43,27.31,26.59
2022-07-27,28.4,18.3,5.6,12.97,77.59,Bengaluru,7,30,Monsoon,1,4.94,5.6,27.27,26.61
2022-07-28,28.0,19.1,4.9,12.97,77.59,Bengaluru,7,30,Monsoon,1,4.21,5.73,27.27,26.63
2022-07-29,29.0,18.7,5.0,12.97,77.59,Bengaluru,7,30,Monsoon,1,3.09,5.8,27.57,26.67
2022-07-30,28.3,18.9,12.7,12.97,77.59,Bengaluru,7,30,Monsoon,1,4.67,5.78,27.76,26.69
2022-07-31,28.2,19.3,9.9,12.97,77.59,Bengaluru,7,30,Monsoon,1,5.84,5.9,28.03,26.72
2022-08-01,27.9,19.9,39.6,12.97,77.59,Bengaluru,8,31,Monsoon,1,11.46,7.1,28.1,26.71
2022-08-02,27.6,19.7,25.0,12.97,77.59,Bengaluru,8,31,Monsoon,1,14.67,7.77,28.2,26.69
2022-08-03,26.8,19.2,17.7,12.97,77.59,Bengaluru,8,31,Monsoon,1,16.4,8.31,27.97,26.74
2022-08-04,25.0,19.7,17.6,12.97,77.59,Bengaluru,8,31,Monsoon,1,18.21,8.55,27.54,26.77
2022-08-05,23.2,19.7,24.2,12.97,77.59,Bengaluru,8,31,Monsoon,1,20.96,9.24,26.71,26.72
2022-08-06,25.0,19.6,5.2,12.97,77.59,Bengaluru,8,31,Monsoon,1,19.89,8.9,26.24,26.75
2022-08-07,24.0,20.0,5.2,12.97,77.59,Bengaluru,8,31,Monsoon,1,19.21,9.03,25.64,26.67
2022-08-08,25.9,19.8,3.7,12.97,77.59,Bengaluru,8,32,Monsoon,1,14.09,8.77,25.36,26.75
2022-08-09,26.4,19.9,0.9,12.97,77.59,Bengaluru,8,32,Monsoon,1,10.64,8.67,25.19,26.79
2022-08-10,26.5,19.4,2.5,12.97,77.59,Bengaluru,8,32,Monsoon,1,8.47,8.58,25.14,26.87
2022-08-11,27.2,19.4,1.7,12.97,77.59,Bengaluru,8,32,Monsoon,1,6.2,8.61,25.46,26.91
2022-08-12,26.7,20.0,1.0,12.97,77.59,Bengaluru,8,32,Monsoon,1,2.89,8.53,25.96,26.92
2022-08-13,27.4,19.2,0.5,12.97,77.59,Bengaluru,8,32,Monsoon,1,2.21,8.37,26.3,26.96
2022-08-14,26.2,18.7,0.0,12.97,77.59,Bengaluru,8,32,Monsoon,1,1.47,8.32,26.61,26.94
2022-08-15,27.6,18.3,0.0,12.97,77.59,Bengaluru,8,33,Monsoon,1,0.94,8.08,26.86,26.95
2022-08-16,27.7,18.6,0.3,12.97,77.59,Bengaluru,8,33,Monsoon,1,0.86,7.92,27.04,26.95
2022-08-17,28.0,18.6,0.2,12.97,77.59,Bengaluru,8,33,Monsoon,1,0.53,7.76,27.26,26.99
2022-08-18,28.3,19.3,0.9,12.97,77.59,Bengaluru,8,33,Monsoon,1,0.41,7.73,27.41,27.02
2022-08-19,27.6,19.9,0.3,12.97,77.59,Bengaluru,8,33,Monsoon,1,0.31,7.12,27.54,26.98
2022-08-20,27.1,19.1,0.3,12.97,77.59,Bengaluru,8,33,Monsoon,1,0.29,6.8,27.5,26.95
2022-08-21,26.0,19.3,3.6,12.97,77.59,Bengaluru,8,33,Monsoon,1,0.8,6.49,27.47,26.92
2022-08-22,27.3,19.4,4.4,12.97,77.59,Bengaluru,8,34,Monsoon,1,1.43,6.58,27.43,26.93
2022-08-23,27.5,19.3,3.2,12.97,77.59,Bengaluru,8,34,Monsoon,1,1.84,6.63,27.4,26.97
2022-08-24,25.8,19.2,8.0,12.97,77.59,Bengaluru,8,34,Monsoon,1,2.96,6.89,27.09,26.92
2022-08-25,26.7,19.2,9.3,12.97,77.59,Bengaluru,8,34,Monsoon,1,4.16,7.11,26.86,26.91
2022-08-26,26.1,19.1,20.2,12.97,77.59,Bengaluru,8,34,Monsoon,1,7.0,7.6,26.64,26.83
2022-08-27,27.4,19.4,16.7,12.97,77.59,Bengaluru,8,34,Monsoon,1,9.34,7.99,26.69,26.81
2022-08-28,27.0,19.3,4.2,12.97,77.59,Bengaluru,8,34,Monsoon,1,9.43,7.97,26.83,26.75
2022-08-29,27.2,19.2,17.3,12.97,77.59,Bengaluru,8,35,Monsoon,1,11.27,8.12,26.81,26.71
2022-08-30,28.0,19.3,9.3,12.97,77.59,Bengaluru,8,35,Monsoon,1,12.14,8.1,26.89,26.7
2022-08-31,27.5,19.5,5.2,12.97,77.59,Bengaluru,8,35,Monsoon,1,11.74,6.95,27.13,26.69
2022-09-01,27.1,19.5,12.5,12.97,77.59,Bengaluru,9,35,Monsoon,1,12.2,6.54,27.19,26.67
2022-09-02,27.6,19.1,1.4,12.97,77.59,Bengaluru,9,35,Monsoon,1,9.51,5.99,27.4,26.7
2022-09-03,27.9,19.0,1.6,12.97,77.59,Bengaluru,9,35,Monsoon,1,7.36,5.46,27.47,26.8
2022-09-04,28.5,19.0,11.8,12.97,77.59,Bengaluru,9,35,Monsoon,1,8.44,5.05,27.69,26.97
2022-09-05,28.7,19.3,5.8,12.97,77.59,Bengaluru,9,36,Monsoon,1,6.8,5.07,27.9,27.1
2022-09-06,27.6,18.3,12.7,12.97,77.59,Bengaluru,9,36,Monsoon,1,7.29,5.32,27.84,27.22
2022-09-07,26.3,19.8,8.1,12.97,77.59,Bengaluru,9,36,Monsoon,1,7.7,5.46,27.67,27.23
2022-09-08,23.5,19.6,7.3,12.97,77.59,Bengaluru,9,36,Monsoon,1,6.96,5.68,27.16,27.13
2022-09-09,26.2,19.4,3.0,12.97,77.59,Bengaluru,9,36,Monsoon,1,7.19,5.69,26.96,27.12
2022-09-10,26.7,19.9,8.9,12.97,77.59,Bengaluru,9,36,Monsoon,1,8.23,5.93,26.79,27.11
2022-09-11,26.9,19.5,2.6,12.97,77.59,Bengaluru,9,36,Monsoon,1,6.91,5.99,26.56,27.11
2022-09-12,27.0,19.5,0.8,12.97,77.59,Bengaluru,9,37,Monsoon,1,6.2,6.0,26.31,27.1
2022-09-13,27.0,18.6,1.2,12.97,77.59,Bengaluru,9,37,Monsoon,1,4.56,6.04,26.23,27.13
2022-09-14,27.1,19.4,1.2,12.97,77.59,Bengaluru,9,37,Monsoon,1,3.57,6.08,26.34,27.11
2022-09-15,26.4,18.7,0.8,12.97,77.59,Bengaluru,9,37,Monsoon,1,2.64,6.09,26.76,27.07
2022-09-16,27.5,18.3,0.1,12.97,77.59,Bengaluru,9,37,Monsoon,1,2.23,6.09,26.94,27.05
2022-09-17,27.2,18.6,0.4,12.97,77.59,Bengaluru,9,37,Monsoon,1,1.01,6.07,27.01,27.01
2022-09-18,27.2,18.5,0.4,12.97,77.59,Bengaluru,9,37,Monsoon,1,0.7,6.08,27.06,27.0
2022-09-19,27.4,18.9,0.4,12.97,77.59,Bengaluru,9,38,Monsoon,1,0.64,6.08,27.11,27.01
2022-09-20,27.3,17.5,0.1,12.97,77.59,Bengaluru,9,38,Monsoon,1,0.49,5.96,27.16,27.05
2022-09-21,27.0,17.9,0.9,12.97,77.59,Bengaluru,9,38,Monsoon,1,0.44,5.85,27.14,27.04
2022-09-22,27.5,18.3,0.0,12.97,77.59,Bengaluru,9,38,Monsoon,1,0.33,5.74,27.3,27.04
2022-09-23,27.1,17.5,0.4,12.97,77.59,Bengaluru,9,38,Monsoon,1,0.37,5.49,27.24,27.09
2022-09-24,28.0,18.2,1.6,12.97,77.59,Bengaluru,9,38,Monsoon,1,0.54,5.23,27.36,27.13
2022-09-25,27.8,18.3,0.6,12.97,77.59,Bengaluru,9,38,Monsoon,1,0.57,4.58,27.44,27.19
2022-09-26,26.4,19.4,3.0,12.97,77.59,Bengaluru,9,39,Monsoon,1,0.94,4.12,27.3,27.15
2022-09-27,27.6,19.9,1.2,12.97,77.59,Bengaluru,9,39,Monsoon,1,1.1,4.02,27.34,27.17
2022-09-28,27.9,19.9,0.3,12.97,77.59,Bengaluru,9,39,Monsoon,1,1.01,3.45,27.47,27.2
2022-09-29,27.9,18.8,0.0,12.97,77.59,Bengaluru,9,39,Monsoon,1,1.01,3.14,27.53,27.19
2022-09-30,24.9,18.7,8.1,12.97,77.59,Bengaluru,9,39,Monsoon,1,2.11,3.24,27.21,27.11
2022-10-01,22.9,19.5,6.0,12.97,77.59,Bengaluru,10,39,Post-Monsoon,0,2.74,3.02,26.49,26.97
2022-10-02,26.9,19.5,0.9,12.97,77.59,Bengaluru,10,39,Post-Monsoon,0,2.79,3.01,26.36,26.94
2022-10-03,26.8,18.6,0.7,12.97,77.59,Bengaluru,10,40,Post-Monsoon,0,2.46,2.98,26.41,26.91
2022-10-04,26.8,18.5,0.2,12.97,77.59,Bengaluru,10,40,Post-Monsoon,0,2.31,2.59,26.3,26.85
2022-10-05,27.3,19.0,1.2,12.97,77.59,Bengaluru,10,40,Post-Monsoon,0,2.44,2.44,26.21,26.8
2022-10-06,25.7,19.1,5.5,12.97,77.59,Bengaluru,10,40,Post-Monsoon,0,3.23,2.2,25.9,26.74
2022-10-07,26.8,17.7,1.1,12.97,77.59,Bengaluru,10,40,Post-Monsoon,0,2.23,1.96,26.17,26.76
2022-10-08,27.0,16.5,0.1,12.97,77.59,Bengaluru,10,40,Post-Monsoon,0,1.39,1.72,26.76,26.87
2022-10-09,26.1,18.8,15.9,12.97,77.59,Bengaluru,10,40,Post-Monsoon,0,3.53,2.15,26.64,26.87
2022-10-10,26.8,19.3,9.7,12.97,77.59,Bengaluru,10,41,Post-Monsoon,0,4.81,2.18,26.64,26.87
2022-10-11,25.9,19.7,6.5,12.97,77.59,Bengaluru,10,41,Post-Monsoon,0,5.71,2.31,26.51,26.84
2022-10-12,26.1,18.8,23.6,12.97,77.59,Bengaluru,10,41,Post-Monsoon,0,8.91,3.07,26.34,26.81
2022-10-13,26.4,18.7,21.9,12.97,77.59,Bengaluru,10,41,Post-Monsoon,0,11.26,3.76,26.44,26.79
2022-10-14,26.5,19.0,8.2,12.97,77.59,Bengaluru,10,41,Post-Monsoon,0,12.27,3.99,26.4,26.77
2022-10-15,27.4,18.8,7.8,12.97,77.59,Bengaluru,10,41,Post-Monsoon,0,13.37,4.23,26.46,26.8
2022-10-16,26.6,18.9,17.1,12.97,77.59,Bengaluru,10,41,Post-Monsoon,0,13.54,4.79,26.53,26.77
2022-10-17,27.3,19.5,2.7,12.97,77.59,Bengaluru,10,42,Post-Monsoon,0,12.54,4.87,26.6,26.78
2022-10-18,26.4,19.0,2.9,12.97,77.59,Bengaluru,10,42,Post-Monsoon,0,12.03,4.95,26.67,26.75
2022-10-19,27.2,18.2,6.5,12.97,77.59,Bengaluru,10,42,Post-Monsoon,0,9.59,5.16,26.83,26.74
2022-10-20,26.9,18.2,10.7,12.97,77.59,Bengaluru,10,42,Post-Monsoon,0,7.99,5.51,26.9,26.73
2022-10-21,27.1,18.1,2.7,12.97,77.59,Bengaluru,10,42,Post-Monsoon,0,7.2,5.57,26.99,26.73
